url,name,description,adaptive_support,remote_support,duration,test_type
https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Sales Transformation Report 1.0 - Sales Manager,,No,Yes,30,Personality & Behavior
https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Sales Transformation Report 2.0 - Sales Manager,,No,Yes,30,Personality & Behavior
https://www.shl.com/products/product-catalog/view/salesforce-development-new/,Salesforce Development (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,SAP ABAP (Advanced Level) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,SAP ABAP (Intermediate Level) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-basis-new/,SAP Basis (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,SAP Business Objects WebI (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,SAP BW (Business Warehouse) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,SAP HCM (Human Capital Management) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-hybris-new/,SAP Hybris (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,SAP Materials Management (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,SAP SD (Sales and Distribution) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,Search Engine Optimization (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/selenium-new/,Selenium (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/shell-scripting-new/,Shell Scripting (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,SHL Verify Interactive - Inductive Reasoning,,Yes,Yes,30,Ability & Aptitude|Simulations
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,SHL Verify Interactive – Deductive Reasoning,,Yes,Yes,30,Ability & Aptitude|Simulations
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,SHL Verify Interactive – Numerical Reasoning,,Yes,Yes,30,Ability & Aptitude|Simulations
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,SHL Verify Interactive G+,,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,SHL Verify Interactive Numerical Calculation,,Yes,Yes,30,Ability & Aptitude
https://www.shl.com/products/product-catalog/view/siebel-development-new/,Siebel Development (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/smart-interview-live/,Smart Interview Live,,No,Yes,30,Personality & Behavior
https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,Smart Interview Live Coding,,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,Smart Interview On Demand,,No,Yes,30,Personality & Behavior
https://www.shl.com/products/product-catalog/view/social-media-new/,Social Media (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/software-business-analysis/,Software Business Analysis,,Yes,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sonarqube-new/,SonarQube (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Spelling (U.S.) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,Split Screen Typing Test - Form 1,,No,Yes,30,Ability & Aptitude|Knowledge & Skills
https://www.shl.com/products/product-catalog/view/spring-new/,Spring (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sql-new/,SQL (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sql-server-new/,SQL Server (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,SQL Server Analysis Services (SSAS) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,SQL Server Integration Services (SSIS) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,SQL Server Reporting Services (SSRS) (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Statistical Analysis System (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/struts-new/,Struts (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,SVAR - Spoken English (AUS),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,SVAR - Spoken English (Indian Accent)  (New),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,SVAR - Spoken English (U.K.),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,SVAR - Spoken English (US)  (New),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,SVAR - Spoken French (Canadian) (New),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,SVAR - Spoken French (European) (New),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,SVAR - Spoken Spanish (Castilian) (New),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,SVAR - Spoken Spanish (North American) (New),,No,Yes,30,Simulations
https://www.shl.com/products/product-catalog/view/swing-new/,Swing (New),,No,Yes,30,Knowledge & Skills
https://www.shl.com/products/product-catalog/view/tableau-new/,Tableau (New),,No,Yes,30,Knowledge & Skills
